Time [s],Channel 0,Channel 1,SDA_O,SDA_T,SCL_O,SCL_T,ena,busy
-0.876043708,1,1,0,1,0,1,0,0
-0.876002000,1,1,0,1,1,1,0,0
-0.875960333,1,1,0,1,0,1,0,0
-0.875918667,1,1,0,1,1,1,0,0
-0.875876958,1,1,0,1,0,1,0,0
-0.875835292,1,1,0,1,1,1,0,0
-0.875793625,1,1,0,1,0,1,0,0
-0.875751917,1,1,0,1,1,1,0,0
-0.875710250,1,1,0,1,0,1,0,0
-0.875668542,1,1,0,1,1,1,0,0
-0.875626875,1,1,0,1,0,1,0,0
-0.875585208,1,1,0,1,1,1,0,0
-0.875543500,1,1,0,1,0,1,0,0
-0.875501833,1,1,0,1,1,1,0,0
-0.875460125,1,1,0,1,0,1,0,0
-0.875418458,1,1,0,1,1,1,0,0
-0.875376792,1,1,0,1,0,1,0,0
-0.875335083,1,1,0,1,1,1,0,0
-0.875293417,1,1,0,1,0,1,0,0
-0.875251750,1,1,0,1,1,1,0,0
-0.875210042,1,1,0,1,0,1,0,0
-0.875168375,1,1,0,1,1,1,0,0
-0.875126667,1,1,0,1,0,1,0,0
-0.875085000,1,1,0,1,1,1,0,0
-0.875043333,1,1,0,1,0,1,0,0
-0.875001625,1,1,0,1,1,1,0,0
-0.874959958,1,1,0,1,0,1,0,0
-0.874918250,1,1,0,1,1,1,0,0
-0.874876583,1,1,0,1,0,1,0,0
-0.874834917,1,1,0,1,1,1,0,0
-0.874793208,1,1,0,1,0,1,0,0
-0.874751542,1,1,0,1,1,1,0,0
-0.874709875,1,1,0,1,0,1,0,0
-0.874668167,1,1,0,1,1,1,0,0
-0.874626500,1,1,0,1,0,1,0,0
-0.874584792,1,1,0,1,1,1,0,0
-0.874543125,1,1,0,1,0,1,0,0
-0.874501458,1,1,0,1,1,1,0,0
-0.874459750,1,1,0,1,0,1,0,0
-0.874418083,1,1,0,1,1,1,0,0
-0.874376375,1,1,0,1,0,1,0,0
-0.874334708,1,1,0,1,1,1,0,0
-0.874293042,1,1,0,1,0,1,0,0
-0.874251333,1,1,0,1,1,1,0,0
-0.874209667,1,1,0,1,0,1,0,0
-0.874168000,1,1,0,1,1,1,0,0
-0.874126292,1,1,0,1,0,1,0,0
-0.874084625,1,1,0,1,1,1,0,0
-0.874042917,1,1,0,1,0,1,0,0
-0.874001250,1,1,0,1,1,1,0,0
-0.873959583,1,1,0,1,0,1,0,0
-0.873917875,1,1,0,1,1,1,0,0
-0.873876208,1,1,0,1,0,1,0,0
-0.873834542,1,1,0,1,1,1,0,0
-0.873792833,1,1,0,1,0,1,0,0
-0.873751167,1,1,0,1,1,1,0,0
-0.873709458,1,1,0,1,0,1,0,0
-0.873667792,1,1,0,1,1,1,0,0
-0.873626125,1,1,0,1,0,1,0,0
-0.873584417,1,1,0,1,1,1,0,0
-0.873542750,1,1,0,1,0,1,0,0
-0.873501042,1,1,0,1,1,1,0,0
-0.873459375,1,1,0,1,0,1,0,0
-0.873417708,1,1,0,1,1,1,0,0
-0.873376000,1,1,0,1,0,1,0,0
-0.873334333,1,1,0,1,1,1,0,0
-0.873292667,1,1,0,1,0,1,0,0
-0.873250958,1,1,0,1,1,1,0,0
-0.873209292,1,1,0,1,0,1,0,0
-0.873167583,1,1,0,1,1,1,0,0
-0.873125917,1,1,0,1,0,1,0,0
-0.873084250,1,1,0,1,1,1,0,0
-0.873042542,1,1,0,1,0,1,0,0
-0.873000875,1,1,0,1,1,1,0,0
-0.872959167,1,1,0,1,0,1,0,0
-0.872917500,1,1,0,1,1,1,0,0
-0.872875833,1,1,0,1,0,1,0,0
-0.872834125,1,1,0,1,1,1,0,0
-0.872792458,1,1,0,1,0,1,0,0
-0.872750792,1,1,0,1,1,1,0,0
-0.872709083,1,1,0,1,0,1,0,0
-0.872667417,1,1,0,1,1,1,0,0
-0.872625708,1,1,0,1,0,1,0,0
-0.872584042,1,1,0,1,1,1,0,0
-0.872542375,1,1,0,1,0,1,0,0
-0.872500667,1,1,0,1,1,1,0,0
-0.872459000,1,1,0,1,0,1,0,0
-0.872417333,1,1,0,1,1,1,0,0
-0.872375625,1,1,0,1,0,1,0,0
-0.872333958,1,1,0,1,1,1,0,0
-0.872292250,1,1,0,1,0,1,0,0
-0.872250583,1,1,0,1,1,1,0,0
-0.872208917,1,1,0,1,0,1,0,0
-0.872167208,1,1,0,1,1,1,0,0
-0.872125542,1,1,0,1,0,1,0,0
-0.872083833,1,1,0,1,1,1,0,0
-0.872042167,1,1,0,1,0,1,0,0
-0.872000500,1,1,0,1,1,1,0,0
-0.871958792,1,1,0,1,0,1,0,0
-0.871917125,1,1,0,1,1,1,0,0
-0.871875458,1,1,0,1,0,1,0,0
-0.871833750,1,1,0,1,1,1,0,0
-0.871792083,1,1,0,1,0,1,0,0
-0.871750375,1,1,0,1,1,1,0,0
-0.871708708,1,1,0,1,0,1,0,0
-0.871667042,1,1,0,1,1,1,0,0
-0.871625333,1,1,0,1,0,1,0,0
-0.871583667,1,1,0,1,1,1,0,0
-0.871541958,1,1,0,1,0,1,0,0
-0.871500292,1,1,0,1,1,1,0,0
-0.871458625,1,1,0,1,0,1,0,0
-0.871416917,1,1,0,1,1,1,0,0
-0.871375250,1,1,0,1,0,1,0,0
-0.871333583,1,1,0,1,1,1,0,0
-0.871291875,1,1,0,1,0,1,0,0
-0.871250208,1,1,0,1,1,1,0,0
-0.871208500,1,1,0,1,0,1,0,0
-0.871166833,1,1,0,1,1,1,0,0
-0.871125167,1,1,0,1,0,1,0,0
-0.871083458,1,1,0,1,1,1,0,0
-0.871041792,1,1,0,1,0,1,0,0
-0.871000083,1,1,0,1,1,1,0,0
-0.870958417,1,1,0,1,0,1,0,0
-0.870916750,1,1,0,1,1,1,0,0
-0.870875042,1,1,0,1,0,1,0,0
-0.870833375,1,1,0,1,1,1,0,0
-0.870791708,1,1,0,1,0,1,0,0
-0.870750000,1,1,0,1,1,1,0,0
-0.870708333,1,1,0,1,0,1,0,0
-0.870666625,1,1,0,1,1,1,0,0
-0.870624958,1,1,0,1,0,1,0,0
-0.870583292,1,1,0,1,1,1,0,0
-0.870541583,1,1,0,1,0,1,0,0
-0.870499917,1,1,0,1,1,1,0,0
-0.870458250,1,1,0,1,0,1,0,0
-0.870416542,1,1,0,1,1,1,0,0
-0.870374875,1,1,0,1,0,1,0,0
-0.870333167,1,1,0,1,1,1,0,0
-0.870291500,1,1,0,1,0,1,0,0
-0.870249833,1,1,0,1,1,1,0,0
-0.870208125,1,1,0,1,0,1,0,0
-0.870166458,1,1,0,1,1,1,0,0
-0.870124750,1,1,0,1,0,1,0,0
-0.870083083,1,1,0,1,1,1,0,0
-0.870041417,1,1,0,1,0,1,0,0
-0.869999708,1,1,0,1,1,1,0,0
-0.869958042,1,1,0,1,0,1,0,0
-0.869916375,1,1,0,1,1,1,0,0
-0.869874667,1,1,0,1,0,1,0,0
-0.869833000,1,1,0,1,1,1,0,0
-0.869791292,1,1,0,1,0,1,0,0
-0.869749625,1,1,0,1,1,1,0,0
-0.869707958,1,1,0,1,0,1,0,0
-0.869666250,1,1,0,1,1,1,0,0
-0.869624583,1,1,0,1,0,1,0,0
-0.869582875,1,1,0,1,1,1,0,0
-0.869541208,1,1,0,1,0,1,0,0
-0.869499542,1,1,0,1,1,1,0,0
-0.869457833,1,1,0,1,0,1,0,0
-0.869416167,1,1,0,1,1,1,0,0
-0.869374500,1,1,0,1,0,1,0,0
-0.869332792,1,1,0,1,1,1,0,0
-0.869291125,1,1,0,1,0,1,0,0
-0.869249417,1,1,0,1,1,1,0,0
-0.869207750,1,1,0,1,0,1,0,0
-0.869166083,1,1,0,1,1,1,0,0
-0.869124375,1,1,0,1,0,1,0,0
-0.869082708,1,1,0,1,1,1,0,0
-0.869041000,1,1,0,1,0,1,0,0
-0.868999333,1,1,0,1,1,1,0,0
-0.868957667,1,1,0,1,0,1,0,0
-0.868915958,1,1,0,1,1,1,0,0
-0.868874292,1,1,0,1,0,1,0,0
-0.868832625,1,1,0,1,1,1,0,0
-0.868790917,1,1,0,1,0,1,0,0
-0.868749250,1,1,0,1,1,1,0,0
-0.868707542,1,1,0,1,0,1,0,0
-0.868665875,1,1,0,1,1,1,0,0
-0.868624208,1,1,0,1,0,1,0,0
-0.868582500,1,1,0,1,1,1,0,0
-0.868540833,1,1,0,1,0,1,0,0
-0.868499167,1,1,0,1,1,1,0,0
-0.868457458,1,1,0,1,0,1,0,0
-0.868415792,1,1,0,1,1,1,0,0
-0.868374083,1,1,0,1,0,1,0,0
-0.868332417,1,1,0,1,1,1,0,0
-0.868290750,1,1,0,1,0,1,0,0
-0.868249042,1,1,0,1,1,1,0,0
-0.868207375,1,1,0,1,0,1,0,0
-0.868165667,1,1,0,1,1,1,0,0
-0.868124000,1,1,0,1,0,1,0,0
-0.868082333,1,1,0,1,1,1,0,0
-0.868040625,1,1,0,1,0,1,0,0
-0.867998958,1,1,0,1,1,1,0,0
-0.867957292,1,1,0,1,0,1,0,0
-0.867915583,1,1,0,1,1,1,0,0
-0.867873917,1,1,0,1,0,1,0,0
-0.867832208,1,1,0,1,1,1,0,0
-0.867790542,1,1,0,1,0,1,0,0
-0.867748875,1,1,0,1,1,1,0,0
-0.867707167,1,1,0,1,0,1,0,0
-0.867665500,1,1,0,1,1,1,0,0
-0.867623792,1,1,0,1,0,1,0,0
-0.867582125,1,1,0,1,1,1,0,0
-0.867540458,1,1,0,1,0,1,0,0
-0.867498750,1,1,0,1,1,1,0,0
-0.867457083,1,1,0,1,0,1,0,0
-0.867415417,1,1,0,1,1,1,0,0
-0.867373708,1,1,0,1,0,1,0,0
-0.867332042,1,1,0,1,1,1,0,0
-0.867290333,1,1,0,1,0,1,0,0
-0.867248667,1,1,0,1,1,1,0,0
-0.867207000,1,1,0,1,0,1,0,0
-0.867165292,1,1,0,1,1,1,0,0
-0.867123625,1,1,0,1,0,1,0,0
-0.867081917,1,1,0,1,1,1,0,0
-0.867040250,1,1,0,1,0,1,0,0
-0.866998583,1,1,0,1,1,1,0,0
-0.866956875,1,1,0,1,0,1,0,0
-0.866915208,1,1,0,1,1,1,0,0
-0.866873542,1,1,0,1,0,1,0,0
-0.866831833,1,1,0,1,1,1,0,0
-0.866790167,1,1,0,1,0,1,0,0
-0.866748458,1,1,0,1,1,1,0,0
-0.866706792,1,1,0,1,0,1,0,0
-0.866665125,1,1,0,1,1,1,0,0
-0.866623417,1,1,0,1,0,1,0,0
-0.866581750,1,1,0,1,1,1,0,0
-0.866540083,1,1,0,1,0,1,0,0
-0.866498375,1,1,0,1,1,1,0,0
-0.866456708,1,1,0,1,0,1,0,0
-0.866415000,1,1,0,1,1,1,0,0
-0.866373333,1,1,0,1,0,1,0,0
-0.866331667,1,1,0,1,1,1,0,0
-0.866289958,1,1,0,1,0,1,0,0
-0.866248292,1,1,0,1,1,1,0,0
-0.866206583,1,1,0,1,0,1,0,0
-0.866164917,1,1,0,1,1,1,0,0
-0.866123250,1,1,0,1,0,1,0,0
-0.866081542,1,1,0,1,1,1,0,0
-0.866039875,1,1,0,1,0,1,0,0
-0.865998208,1,1,0,1,1,1,0,0
-0.865956500,1,1,0,1,0,1,0,0
-0.865914833,1,1,0,1,1,1,0,0
-0.865873125,1,1,0,1,0,1,0,0
-0.865831458,1,1,0,1,1,1,0,0
-0.865789792,1,1,0,1,0,1,0,0
-0.865748083,1,1,0,1,1,1,0,0
-0.865706417,1,1,0,1,0,1,0,0
-0.865664708,1,1,0,1,1,1,0,0
-0.865623042,1,1,0,1,0,1,0,0
-0.865581375,1,1,0,1,1,1,0,0
-0.865539667,1,1,0,1,0,1,0,0
-0.865498000,1,1,0,1,1,1,0,0
-0.865456333,1,1,0,1,0,1,0,0
-0.865414625,1,1,0,1,1,1,0,0
-0.865372958,1,1,0,1,0,1,0,0
-0.865331250,1,1,0,1,1,1,0,0
-0.865289583,1,1,0,1,0,1,0,0
-0.865247917,1,1,0,1,1,1,0,0
-0.865206208,1,1,0,1,0,1,0,0
-0.865164542,1,1,0,1,1,1,0,0
-0.865122833,1,1,0,1,0,1,0,0
-0.865081167,1,1,0,1,1,1,0,0
-0.865039500,1,1,0,1,0,1,0,0
-0.864997792,1,1,0,1,1,1,0,0
-0.864956125,1,1,0,1,0,1,0,0
-0.864914458,1,1,0,1,1,1,0,0
-0.864872750,1,1,0,1,0,1,0,0
-0.864831083,1,1,0,1,1,1,0,0
-0.864789375,1,1,0,1,0,1,0,0
-0.864747708,1,1,0,1,1,1,0,0
-0.864706042,1,1,0,1,0,1,0,0
-0.864664333,1,1,0,1,1,1,0,0
-0.864622667,1,1,0,1,0,1,0,0
-0.864581000,1,1,0,1,1,1,0,0
-0.864539292,1,1,0,1,0,1,0,0
-0.864497625,1,1,0,1,1,1,0,0
-0.864455917,1,1,0,1,0,1,0,0
-0.864414250,1,1,0,1,1,1,0,0
-0.864372583,1,1,0,1,0,1,0,0
-0.864330875,1,1,0,1,1,1,0,0
-0.864289208,1,1,0,1,0,1,0,0
-0.864247500,1,1,0,1,1,1,0,0
-0.864205833,1,1,0,1,0,1,0,0
-0.864164167,1,1,0,1,1,1,0,0
-0.864122458,1,1,0,1,0,1,0,0
-0.864080792,1,1,0,1,1,1,0,0
-0.864039125,1,1,0,1,0,1,0,0
-0.863997417,1,1,0,1,1,1,0,0
-0.863955750,1,1,0,1,0,1,0,0
-0.863914042,1,1,0,1,1,1,0,0
-0.863872375,1,1,0,1,0,1,0,0
-0.863830708,1,1,0,1,1,1,0,0
-0.863789000,1,1,0,1,0,1,0,0
-0.863747333,1,1,0,1,1,1,0,0
-0.863705625,1,1,0,1,0,1,0,0
-0.863663958,1,1,0,1,1,1,0,0
-0.863622292,1,1,0,1,0,1,0,0
-0.863580583,1,1,0,1,1,1,0,0
-0.863538917,1,1,0,1,0,1,0,0
-0.863497250,1,1,0,1,1,1,0,0
-0.863455542,1,1,0,1,0,1,0,0
-0.863413875,1,1,0,1,1,1,0,0
-0.863372167,1,1,0,1,0,1,0,0
-0.863330500,1,1,0,1,1,1,0,0
-0.863288833,1,1,0,1,0,1,0,0
-0.863247125,1,1,0,1,1,1,0,0
-0.863205458,1,1,0,1,0,1,0,0
-0.863163792,1,1,0,1,1,1,0,0
-0.863122083,1,1,0,1,0,1,0,0
-0.863080417,1,1,0,1,1,1,0,0
-0.863038708,1,1,0,1,0,1,0,0
-0.862997042,1,1,0,1,1,1,0,0
-0.862955375,1,1,0,1,0,1,0,0
-0.862913667,1,1,0,1,1,1,0,0
-0.862872000,1,1,0,1,0,1,0,0
-0.862830292,1,1,0,1,1,1,0,0
-0.862788625,1,1,0,1,0,1,0,0
-0.862746958,1,1,0,1,1,1,0,0
-0.862705250,1,1,0,1,0,1,0,0
-0.862663583,1,1,0,1,1,1,0,0
-0.862621917,1,1,0,1,0,1,0,0
-0.862580208,1,1,0,1,1,1,0,0
-0.862538542,1,1,0,1,0,1,0,0
-0.862496833,1,1,0,1,1,1,0,0
-0.862455167,1,1,0,1,0,1,0,0
-0.862413500,1,1,0,1,1,1,0,0
-0.862371792,1,1,0,1,0,1,0,0
-0.862330125,1,1,0,1,1,1,0,0
-0.862288417,1,1,0,1,0,1,0,0
-0.862246750,1,1,0,1,1,1,0,0
-0.862205083,1,1,0,1,0,1,0,0
-0.862163375,1,1,0,1,1,1,0,0
-0.862121708,1,1,0,1,0,1,0,0
-0.862080042,1,1,0,1,1,1,0,0
-0.862038333,1,1,0,1,0,1,0,0
-0.861996667,1,1,0,1,1,1,0,0
-0.861954958,1,1,0,1,0,1,0,0
-0.861913292,1,1,0,1,1,1,0,0
-0.861871625,1,1,0,1,0,1,0,0
-0.861829917,1,1,0,1,1,1,0,0
-0.861788250,1,1,0,1,0,1,0,0
-0.861746542,1,1,0,1,1,1,0,0
-0.861704875,1,1,0,1,0,1,0,0
-0.861663208,1,1,0,1,1,1,0,0
-0.861621500,1,1,0,1,0,1,0,0
-0.861579833,1,1,0,1,1,1,0,0
-0.861538167,1,1,0,1,0,1,0,0
-0.861496458,1,1,0,1,1,1,0,0
-0.861454792,1,1,0,1,0,1,0,0
-0.861413083,1,1,0,1,1,1,0,0
-0.861371417,1,1,0,1,0,1,0,0
-0.861329750,1,1,0,1,1,1,0,0
-0.861288042,1,1,0,1,0,1,0,0
-0.861246375,1,1,0,1,1,1,0,0
-0.861204708,1,1,0,1,0,1,0,0
-0.861163000,1,1,0,1,1,1,0,0
-0.861121333,1,1,0,1,0,1,0,0
-0.861079625,1,1,0,1,1,1,0,0
-0.861037958,1,1,0,1,0,1,0,0
-0.860996292,1,1,0,1,1,1,0,0
-0.860954583,1,1,0,1,0,1,0,0
-0.860912917,1,1,0,1,1,1,0,0
-0.860871208,1,1,0,1,0,1,0,0
-0.860829542,1,1,0,1,1,1,0,0
-0.860787875,1,1,0,1,0,1,0,0
-0.860746167,1,1,0,1,1,1,0,0
-0.860704500,1,1,0,1,0,1,0,0
-0.860662833,1,1,0,1,1,1,0,0
-0.860621125,1,1,0,1,0,1,0,0
-0.860579458,1,1,0,1,1,1,0,0
-0.860537750,1,1,0,1,0,1,0,0
-0.860496083,1,1,0,1,1,1,0,0
-0.860454417,1,1,0,1,0,1,0,0
-0.860412708,1,1,0,1,1,1,0,0
-0.860371042,1,1,0,1,0,1,0,0
-0.860329333,1,1,0,1,1,1,0,0
-0.860287667,1,1,0,1,0,1,0,0
-0.860246000,1,1,0,1,1,1,0,0
-0.860204292,1,1,0,1,0,1,0,0
-0.860162625,1,1,0,1,1,1,0,0
-0.860120958,1,1,0,1,0,1,0,0
-0.860079250,1,1,0,1,1,1,0,0
-0.860037583,1,1,0,1,0,1,0,0
-0.859995875,1,1,0,1,1,1,0,0
-0.859954208,1,1,0,1,0,1,0,0
-0.859912542,1,1,0,1,1,1,0,0
-0.859870833,1,1,0,1,0,1,0,0
-0.859829167,1,1,0,1,1,1,0,0
-0.859787458,1,1,0,1,0,1,0,0
-0.859745792,1,1,0,1,1,1,0,0
-0.859704125,1,1,0,1,0,1,0,0
-0.859662417,1,1,0,1,1,1,0,0
-0.859620750,1,1,0,1,0,1,0,0
-0.859579083,1,1,0,1,1,1,0,0
-0.859537375,1,1,0,1,0,1,0,0
-0.859495708,1,1,0,1,1,1,0,0
-0.859454000,1,1,0,1,0,1,0,0
-0.859412333,1,1,0,1,1,1,0,0
-0.859370667,1,1,0,1,0,1,0,0
-0.859328958,1,1,0,1,1,1,0,0
-0.859287292,1,1,0,1,0,1,0,0
-0.859245625,1,1,0,1,1,1,0,0
-0.859203917,1,1,0,1,0,1,0,0
-0.859162250,1,1,0,1,1,1,0,0
-0.859120542,1,1,0,1,0,1,0,0
-0.859078875,1,1,0,1,1,1,0,0
-0.859037208,1,1,0,1,0,1,0,0
-0.858995500,1,1,0,1,1,1,0,0
-0.858953833,1,1,0,1,0,1,0,0
-0.858912125,1,1,0,1,1,1,0,0
-0.858870458,1,1,0,1,0,1,0,0
-0.858828792,1,1,0,1,1,1,0,0
-0.858787083,1,1,0,1,0,1,0,0
-0.858745417,1,1,0,1,1,1,0,0
-0.858703750,1,1,0,1,0,1,0,0
-0.858662042,1,1,0,1,1,1,0,0
-0.858620375,1,1,0,1,0,1,0,0
-0.858578667,1,1,0,1,1,1,0,0
-0.858537000,1,1,0,1,0,1,0,0
-0.858495333,1,1,0,1,1,1,0,0
-0.858453625,1,1,0,1,0,1,0,0
-0.858411958,1,1,0,1,1,1,0,0
-0.858370250,1,1,0,1,0,1,0,0
-0.858328583,1,1,0,1,1,1,0,0
-0.858286917,1,1,0,1,0,1,0,0
-0.858245208,1,1,0,1,1,1,0,0
-0.858203542,1,1,0,1,0,1,0,0
-0.858161875,1,1,0,1,1,1,0,0
-0.858120167,1,1,0,1,0,1,0,0
-0.858078500,1,1,0,1,1,1,0,0
-0.858036792,1,1,0,1,0,1,0,0
-0.857995125,1,1,0,1,1,1,0,0
-0.857953458,1,1,0,1,0,1,0,0
-0.857911750,1,1,0,1,1,1,0,0
-0.857870083,1,1,0,1,0,1,0,0
-0.857828417,1,1,0,1,1,1,0,0
-0.857786708,1,1,0,1,0,1,0,0
-0.857745042,1,1,0,1,1,1,0,0
-0.857703333,1,1,0,1,0,1,0,0
-0.857661667,1,1,0,1,1,1,0,0
-0.857620000,1,1,0,1,0,1,0,0
-0.857578292,1,1,0,1,1,1,0,0
-0.857536625,1,1,0,1,0,1,0,0
-0.857494917,1,1,0,1,1,1,0,0
-0.857453250,1,1,0,1,0,1,0,0
-0.857411583,1,1,0,1,1,1,0,0
-0.857369875,1,1,0,1,0,1,0,0
-0.857328208,1,1,0,1,1,1,0,0
-0.857286542,1,1,0,1,0,1,0,0
-0.857244833,1,1,0,1,1,1,0,0
-0.857203167,1,1,0,1,0,1,0,0
-0.857161458,1,1,0,1,1,1,0,0
-0.857119792,1,1,0,1,0,1,0,0
-0.857078125,1,1,0,1,1,1,0,0
-0.857036417,1,1,0,1,0,1,0,0
-0.856994750,1,1,0,1,1,1,0,0
-0.856953042,1,1,0,1,0,1,0,0
-0.856911375,1,1,0,1,1,1,0,0
-0.856869708,1,1,0,1,0,1,0,0
-0.856828000,1,1,0,1,1,1,0,0
-0.856786333,1,1,0,1,0,1,0,0
-0.856744667,1,1,0,1,1,1,0,0
-0.856702958,1,1,0,1,0,1,0,0
-0.856661292,1,1,0,1,1,1,0,0
-0.856619583,1,1,0,1,0,1,0,0
-0.856577917,1,1,0,1,1,1,0,0
-0.856536250,1,1,0,1,0,1,0,0
-0.856494542,1,1,0,1,1,1,0,0
-0.856452875,1,1,0,1,0,1,0,0
-0.856411167,1,1,0,1,1,1,0,0
-0.856369500,1,1,0,1,0,1,0,0
-0.856327833,1,1,0,1,1,1,0,0
-0.856286125,1,1,0,1,0,1,0,0
-0.856244458,1,1,0,1,1,1,0,0
-0.856202792,1,1,0,1,0,1,0,0
-0.856161083,1,1,0,1,1,1,0,0
-0.856119417,1,1,0,1,0,1,0,0
-0.856077708,1,1,0,1,1,1,0,0
-0.856036042,1,1,0,1,0,1,0,0
-0.855994375,1,1,0,1,1,1,0,0
-0.855952667,1,1,0,1,0,1,0,0
-0.855911000,1,1,0,1,1,1,0,0
-0.855869333,1,1,0,1,0,1,0,0
-0.855827625,1,1,0,1,1,1,0,0
-0.855785958,1,1,0,1,0,1,0,0
-0.855744250,1,1,0,1,1,1,0,0
-0.855702583,1,1,0,1,0,1,0,0
-0.855660917,1,1,0,1,1,1,0,0
-0.855619208,1,1,0,1,0,1,0,0
-0.855577542,1,1,0,1,1,1,0,0
-0.855535833,1,1,0,1,0,1,0,0
-0.855494167,1,1,0,1,1,1,0,0
-0.855452500,1,1,0,1,0,1,0,0
-0.855410792,1,1,0,1,1,1,0,0
-0.855369125,1,1,0,1,0,1,0,0
-0.855327458,1,1,0,1,1,1,0,0
-0.855285750,1,1,0,1,0,1,0,0
-0.855244083,1,1,0,1,1,1,0,0
-0.855202375,1,1,0,1,0,1,0,0
-0.855160708,1,1,0,1,1,1,0,0
-0.855119042,1,1,0,1,0,1,0,0
-0.855077333,1,1,0,1,1,1,0,0
-0.855035667,1,1,0,1,0,1,0,0
-0.854993958,1,1,0,1,1,1,0,0
-0.854952292,1,1,0,1,0,1,0,0
-0.854910625,1,1,0,1,1,1,0,0
-0.854868917,1,1,0,1,0,1,0,0
-0.854827250,1,1,0,1,1,1,0,0
-0.854785583,1,1,0,1,0,1,0,0
-0.854743875,1,1,0,1,1,1,0,0
-0.854702208,1,1,0,1,0,1,0,0
-0.854660500,1,1,0,1,1,1,0,0
-0.854618833,1,1,0,1,0,1,0,0
-0.854577167,1,1,0,1,1,1,0,0
-0.854535458,1,1,0,1,0,1,0,0
-0.854493792,1,1,0,1,1,1,0,0
-0.854452083,1,1,0,1,0,1,0,0
-0.854410417,1,1,0,1,1,1,0,0
-0.854368750,1,1,0,1,0,1,0,0
-0.854327042,1,1,0,1,1,1,0,0
-0.854285375,1,1,0,1,0,1,0,0
-0.854243708,1,1,0,1,1,1,0,0
-0.854202000,1,1,0,1,0,1,0,0
-0.854160333,1,1,0,1,1,1,0,0
-0.854118625,1,1,0,1,0,1,0,0
-0.854076958,1,1,0,1,1,1,0,0
-0.854035292,1,1,0,1,0,1,0,0
-0.853993583,1,1,0,1,1,1,0,0
-0.853951917,1,1,0,1,0,1,0,0
-0.853910250,1,1,0,1,1,1,0,0
-0.853868542,1,1,0,1,0,1,0,0
-0.853826875,1,1,0,1,1,1,0,0
-0.853785167,1,1,0,1,0,1,0,0
-0.853743500,1,1,0,1,1,1,0,0
-0.853701833,1,1,0,1,0,1,0,0
-0.853660125,1,1,0,1,1,1,0,0
-0.853618458,1,1,0,1,0,1,0,0
-0.853576750,1,1,0,1,1,1,0,0
-0.853535083,1,1,0,1,0,1,0,0
-0.853493417,1,1,0,1,1,1,0,0
-0.853451708,1,1,0,1,0,1,0,0
-0.853410042,1,1,0,1,1,1,0,0
-0.853368375,1,1,0,1,0,1,0,0
-0.853326667,1,1,0,1,1,1,0,0
-0.853285000,1,1,0,1,0,1,0,0
-0.853243292,1,1,0,1,1,1,0,0
-0.853201625,1,1,0,1,0,1,0,0
-0.853159958,1,1,0,1,1,1,0,0
-0.853118250,1,1,0,1,0,1,0,0
-0.853076583,1,1,0,1,1,1,0,0
-0.853034875,1,1,0,1,0,1,0,0
-0.852993208,1,1,0,1,1,1,0,0
-0.852951542,1,1,0,1,0,1,0,0
-0.852909833,1,1,0,1,1,1,0,0
-0.852868167,1,1,0,1,0,1,0,0
-0.852826500,1,1,0,1,1,1,0,0
-0.852784792,1,1,0,1,0,1,0,0
-0.852743125,1,1,0,1,1,1,0,0
-0.852701417,1,1,0,1,0,1,0,0
-0.852659750,1,1,0,1,1,1,0,0
-0.852618083,1,1,0,1,0,1,0,0
-0.852576375,1,1,0,1,1,1,0,0
-0.852534708,1,1,0,1,0,1,0,0
-0.852493000,1,1,0,1,1,1,0,0
-0.852451333,1,1,0,1,0,1,0,0
-0.852409667,1,1,0,1,1,1,0,0
-0.852367958,1,1,0,1,0,1,0,0
-0.852326292,1,1,0,1,1,1,0,0
-0.852284625,1,1,0,1,0,1,0,0
-0.852242917,1,1,0,1,1,1,0,0
-0.852201250,1,1,0,1,0,1,0,0
-0.852159542,1,1,0,1,1,1,0,0
-0.852117875,1,1,0,1,0,1,0,0
-0.852076208,1,1,0,1,1,1,0,0
-0.852034500,1,1,0,1,0,1,0,0
-0.851992833,1,1,0,1,1,1,0,0
-0.851951167,1,1,0,1,0,1,0,0
-0.851909458,1,1,0,1,1,1,0,0
-0.851867792,1,1,0,1,0,1,0,0
-0.851826083,1,1,0,1,1,1,0,0
-0.851784417,1,1,0,1,0,1,0,0
-0.851742750,1,1,0,1,1,1,0,0
-0.851701042,1,1,0,1,0,1,0,0
-0.851659375,1,1,0,1,1,1,0,0
-0.851617667,1,1,0,1,0,1,0,0
-0.851576000,1,1,0,1,1,1,0,0
-0.851534333,1,1,0,1,0,1,0,0
-0.851492625,1,1,0,1,1,1,0,0
-0.851450958,1,1,0,1,0,1,0,0
-0.851409292,1,1,0,1,1,1,0,0
-0.851367583,1,1,0,1,0,1,0,0
-0.851325917,1,1,0,1,1,1,0,0
-0.851284208,1,1,0,1,0,1,0,0
-0.851242542,1,1,0,1,1,1,0,0
-0.851200875,1,1,0,1,0,1,0,0
-0.851159167,1,1,0,1,1,1,0,0
-0.851117500,1,1,0,1,0,1,0,0
-0.851075792,1,1,0,1,1,1,0,0
-0.851034125,1,1,0,1,0,1,0,0
-0.850992458,1,1,0,1,1,1,0,0
-0.850950750,1,1,0,1,0,1,0,0
-0.850909083,1,1,0,1,1,1,0,0
-0.850867417,1,1,0,1,0,1,0,0
-0.850825708,1,1,0,1,1,1,0,0
